762,3122,3349,3457,4136,6136,7533,8505
776,1386,1454,1787,5610,7915,8305,9767
801,1426,2685,3029,3893,7640,7821,9705
803,881,2910,3178,5337,7814,7820,8257
806,1113,1729,2906,4584,8226,8365,9271
821,3398,3414,3440,5125,5889,7396,7517
846,965,2786,4011,4070,6801,7662,9859
850,1913,2189,6112,6394,6447,6536,6559
917,1190,1980,3204,4243,6100,9472,9894
1027,1203,1581,3081,3183,8167,9306,9452
1031,2145,2825,3350,4208,6033,8025,9383
1038,1514,2649,3075,4165,7546,8324,8689
1167,1929,2813,3720,3787,4586,9337,9661
1170,2609,3185,3226,4362,5318,7710,9420
1269,2266,2524,2963,4640,5576,8660,9102
1287,1741,2830,4115,4285,5439,8139,9164
1528,2568,3096,3652,5161,5492,7372,8131
1567,1895,3239,3929,5498,6234,7172,7466
1619,2569,2591,3210,4163,5941,7359,9548
1637,2454,3143,4061,4388,5884,6615,8818
1647,1825,2372,5812,5823,5906,6158,7457
1659,3088,3520,4224,4324,4815,5445,9925
1661,2299,2470,3815,4919,7003,7158,7675
1672,1810,1860,4951,5518,5542,7769,7878
1692,2360,2899,4948,5013,5148,6617,8323
1698,3018,4039,4364,4448,4740,4803,9890
1726,3147,3295,3334,4142,4222,7320,9814
1764,3462,3489,3508,5223,5300,5331,8923
1915,2037,2103,2939,4254,5888,8531,9333
1940,2008,2269,4260,5130,6682,6987,7724
1966,2208,2972,3435,5158,6338,6346,8577
2065,2446,2588,2750,5095,6302,7365,8389
2152,3835,3858,3906,4560,4672,6643,7374
2451,2601,4408,4433,4479,4486,5043,9099
