423,1439,2225,3182,3815,5158,7453,9498,9807
438,455,2595,2906,5523,6615,6938,8427,9103
443,2398,2451,3047,5493,5563,6695,7490,9420
445,762,1330,3215,6081,6801,7735,8205,8426
484,590,2470,2983,4115,5730,8165,8974,9489
509,850,3088,3619,4570,5910,6100,9171,9183
556,1822,3134,3333,5338,6359,7359,7365,7734
559,846,1286,4348,5240,6858,7541,7814,8508
587,989,1491,3607,5784,6976,7334,7543,8689
592,955,3080,3893,3906,6210,6234,8777,9353
599,2239,2568,4886,4947,6070,6308,7093,8290
608,1137,2569,4408,4919,5823,6932,8131,8473
623,1607,1797,3293,3308,3414,9335,9809,9814
646,1146,2454,3132,5661,5750,7202,8296,8713
664,699,1710,5148,5610,6188,7396,7418,8167
668,1908,1941,4070,5185,6346,7139,7486,8257
691,2008,2878,2970,4145,7394,7533,7622,7759
706,801,821,3398,3936,6987,7915,8536,9900
751,776,2781,3122,3588,5635,6742,9607,9998
806,1895,2873,3143,3669,3791,8818,8840,9165
809,970,1325,3356,4486,6967,8025,8190,8872
823,2103,2584,3787,5318,5673,6977,7004,8731
842,3264,3274,4208,4260,5043,5086,8395,8628
900,1727,3457,4009,4667,5663,6617,7200,8760
902,1451,2208,3210,4659,5801,7179,8243,9347
929,1659,3934,5626,5897,5906,5922,6053,7074
961,1096,2145,3778,4243,5665,7488,8657,8967
965,2530,2720,3508,4691,6246,7003,7014,8323
986,2655,3435,3560,4660,6445,6701,6918,7640
1027,1729,2835,3955,5129,5786,6980,7028,8531
1031,1454,2265,3226,3915,5095,8328,8365,9321
1068,1269,1660,3334,5590,6338,6394,7457,9890
1113,1476,2520,2825,6033,6609,6613,7172,8639
1170,1875,2065,2807,3213,7645,7662,8125,8438
1203,1223,4139,4241,4793,5431,5496,7372,9102
1256,2513,3899,4061,4364,5300,5858,6412,9337
1287,3018,3932,4550,5125,5764,6049,6392,6883
1539,1770,1782,2939,5542,5748,7584,7772,8324
1567,2096,2401,2963,5460,5630,6155,7468,9260
1571,3121,3352,3598,3722,4136,5871,8812,8817
1581,2649,3239,3489,4117,5518,6380,6694,9333
1610,2341,3692,3802,5092,5814,6559,6643,7447
1634,1651,1873,2972,3350,4264,7944,9600,9712
1637,1698,3858,4133,4224,5498,6167,7878,7907
1719,2234,2779,3812,4740,5337,6207,7073,9099
1726,2934,2981,3309,4362,4848,5884,7029,9927
1763,1810,3343,3592,3713,4731,7501,7515,9032
1766,2923,3178,3349,3670,4994,7514,7769,7837
1787,2644,3147,3820,3945,5503,6405,6965,8784
1811,1915,2039,3096,4560,5217,7729,7785,8848
1926,1994,2588,4497,4569,5000,6287,7096,9043
2765,2786,3679,3947,4999,5576,6136,6327,6785
