1539,3947,7514
1567,5018,6414
1571,3888,7541
1581,4011,7394
1586,3899,7515
1607,2388,9000
1610,3804,7584
1619,5630,5750
1634,2939,8427
1637,1651,9712
1643,2644,8713
1647,4036,7309
1659,2963,8373
1660,4272,7068
1661,2524,8812
1672,3720,7447
1678,2360,8961
1690,2461,8848
1692,2647,8660
1698,2335,8967
1709,4260,7029
1710,3713,7577
1719,2591,8657
1726,4249,7003
1727,4209,7064
1729,4061,7210
1731,4254,7014
1735,2748,8515
1741,4163,7091
1752,4268,6980
1763,4035,7202
1764,4990,6246
1766,2486,8748
1770,5493,5736
1782,4145,7073
1787,4245,6965
1797,4225,6978
1810,4162,7028
1811,4208,6977
1822,3915,7261
1825,2372,8803
1830,4115,7054
1860,3334,7804
1870,4388,6742
1873,4118,7004
1875,2253,8872
1895,4009,7096
1908,3457,7634
1911,2249,8840
1913,4948,6136
1915,4640,6445
1918,4224,6858
1926,4133,6940
1929,4557,6514
1937,2465,8598
1940,2039,9017
1941,4385,6674
1942,2584,8473
1966,2282,8751
1980,3643,7372
1994,4731,6270
2008,4285,6701
2037,4570,6392
2065,4569,6364
2096,4492,6412
2100,4364,6536
2103,4448,6447
2145,2588,8226
2152,2265,8577
2187,4408,6405
2208,2627,8165
2225,4586,6188
2234,4070,6695
2237,2520,8243
2266,4497,6234
2269,2609,8122
2284,4378,6338
2299,2569,8131
2341,2467,8190
2362,2513,8125
2368,4423,6207
2398,4181,6416
2401,2655,7944
2446,2530,8023
4243,4324,4433
